0,1,2,3
Train KlDiv,Mean 1-abs(error),Num Steps,Examples Seen
0.41551653,0.889566412204681,0,1
0.05451602,0.9730305023784211,50,51
0.020522166,0.9794089773987535,100,101
0.013649527,0.9823144970235276,150,151
0.017708171,0.9809524801679157,200,201
0.014255917,0.9810844624420022,250,251
0.01651531,0.9802205374067594,300,301
0.01823116,0.9870561143389857,350,351
0.008713947,0.9901897307796902,400,401
0.01745718,0.9886159708639097,450,451
0.007958868,0.9907191543263326,500,501
0.004303622,0.9872370137209963,550,551
0.010217419,0.9877523740613727,600,601
0.0106465705,0.991820506283311,650,651
0.006706549,0.9894496378938634,700,701
0.0122186085,0.9903219437301847,750,751
0.007768367,0.9931214978827747,800,801
0.0060068625,0.9889277686064164,850,851
0.009487434,0.9930984528150557,900,901
0.0053964285,0.9925774357762922,950,951
0.009214788,0.9898770093961103,1000,1001
0.0035029545,0.9930668729715144,1050,1051
0.006020537,0.9936898546593719,1100,1101
0.0071375035,0.9886715146117996,1150,1151
0.004659131,0.9939300071767841,1200,1201
0.0031638956,0.9946713625780393,1250,1251
0.006070954,0.9896831743282108,1300,1301
0.009227908,0.9925557988747737,1350,1351
0.01229646,0.985010831508611,1400,1401
0.01037659,0.9877503609338181,1450,1451
0.008386164,0.992428561129332,1500,1501
0.005880171,0.9908851814263753,1550,1551
0.0045016836,0.9941081226684321,1600,1601
0.0056692315,0.9949583402758556,1650,1651
0.005732043,0.9945474958577606,1700,1701
0.005920063,0.9907018203413531,1750,1751
0.0027980623,0.9947577425517784,1800,1801
0.0039719827,0.9955590144844039,1850,1851
0.0023055854,0.9948646394198087,1900,1901
0.0022857268,0.9958126634169392,1950,1951
0.008593977,0.9922020291730953,2000,2001
0.0044546276,0.9927402157250633,2050,2051
0.0060055177,0.9934674107183594,2100,2101
0.005365274,0.9954396045518825,2150,2151
0.0064230654,0.9941189085763771,2200,2201
0.002068456,0.9961292800803706,2250,2251
0.0036547603,0.9948457184344738,2300,2301
0.0043685827,0.9945228323595536,2350,2351
0.006454998,0.9940028276444185,2400,2401
0.0032637075,0.9944633061894874,2450,2451
0.004972639,0.9936989177057364,2500,2501
0.008281287,0.9869277955279567,2550,2551
0.005402308,0.9952827438567546,2600,2601
0.0053435485,0.9939368282807798,2650,2651
0.0065836376,0.9966068390654621,2700,2701
0.0020561637,0.9950223622401809,2750,2751
0.0023064916,0.9958338817121761,2800,2801
0.0037737591,0.9951692862975563,2850,2851
0.002226564,0.9963772551083894,2900,2901
0.0006243013,0.9961610878997308,2950,2951
0.0021940032,0.9953053932289815,3000,3001
0.003983349,0.9927878723247853,3050,3051
0.0014212993,0.9967613436603249,3100,3101
0.004814044,0.9956844835884846,3150,3151
0.0021153165,0.9949125806652686,3200,3201
0.002687026,0.9909001823144754,3250,3251
0.001899626,0.9940114239590037,3300,3301
0.0017143497,0.9963756367983156,3350,3351
0.007082963,0.9917691539113311,3400,3401
0.0044255047,0.995980762959576,3450,3451
0.0012814191,0.9962345933542911,3500,3501
0.0056485403,0.993321237986391,3550,3551
0.0021858397,0.9953786170380151,3600,3601
0.0029466718,0.9947798321961918,3650,3651
0.0026770376,0.995069398431735,3700,3701
0.0033131547,0.9957529960747744,3750,3751
0.007955399,0.9916361619200091,3800,3801
0.0040894635,0.9946141928292489,3850,3851
0.004473965,0.9944632776573578,3900,3901
0.0011817567,0.9965436141970783,3950,3951
0.0011255349,0.9962887163555616,4000,4001
0.0029102904,0.9967337907158809,4050,4051
0.0012498219,0.9960918882675583,4100,4101
0.0005231073,0.9955875280051321,4150,4151
0.0014778109,0.9928823597606483,4200,4201
0.0024652674,0.9960293675358141,4250,4251
0.0024036288,0.9944302592246527,4300,4301
0.0040211924,0.9904267499621886,4350,4351
0.006896664,0.9852922096792047,4400,4401
0.0062361574,0.9944349572379443,4450,4451
0.0016027715,0.9956286826907298,4500,4501
0.0021697525,0.9953921979600745,4550,4551
0.0024065045,0.9949032522927542,4600,4601
0.0028310665,0.9943960861354371,4650,4651
0.0039750226,0.9949340441143013,4700,4701
0.0015389374,0.9954381281759215,4750,4751
0.0020227982,0.9962727955258931,4800,4801
0.0028563582,0.9949461826603206,4850,4851
0.002884807,0.9947800152471415,4900,4901
0.0011849175,0.9964286405531282,4950,4951
0.0026342233,0.9960520906337558,5000,5001
