0,1,2,3
Train KlDiv,Mean 1-abs(error),Num Steps,Examples Seen
0.0018175972,0.9946902710239208,5050,5051
0.0013771094,0.9940451685520362,5100,5101
0.0041735144,0.9959573674845018,5150,5151
0.0026198719,0.995496391612659,5200,5201
0.002053643,0.9962355632228665,5250,5251
0.0011801189,0.9964614751302981,5300,5301
0.0039358283,0.9963912706099,5350,5351
0.0040170248,0.9945427183964188,5400,5401
0.003468468,0.9886492192938678,5450,5451
0.0064247143,0.995540446802604,5500,5501
0.0013608244,0.9958964494068557,5550,5551
0.0031406302,0.996535037932951,5600,5601
0.0014175806,0.9950846485453018,5650,5651
0.004097528,0.9959800528894404,5700,5701
0.0035003128,0.9956222803670316,5750,5751
0.002920635,0.9927164118642775,5800,5801
0.0013029492,0.9959345347286575,5850,5851
0.0023157236,0.996473722500267,5900,5901
0.0014907629,0.9962597388138328,5950,5951
0.006291019,0.9956330805761624,6000,6001
0.003302521,0.9951968314237959,6050,6051
0.0026864023,0.9952331877732383,6100,6101
0.004972513,0.994616959472062,6150,6151
0.002066574,0.9959641101139699,6200,6201
0.0015672953,0.9961484019818663,6250,6251
0.002944124,0.9942432629514346,6300,6301
0.0029937644,0.9955936227501403,6350,6351
0.0028349913,0.9961108324665763,6400,6401
0.0027201825,0.9960405109175687,6450,6451
0.0016959129,0.9960923803564001,6500,6501
0.0017698562,0.9964536996031823,6550,6551
0.0027129918,0.9974972326376808,6600,6601
0.0016225378,0.9958660979220002,6650,6651
0.00846098,0.9945996182915194,6700,6701
0.004413778,0.9925904667969887,6750,6751
0.0030616983,0.9958485945851888,6800,6801
0.003503211,0.9963712054698494,6850,6851
0.0029368594,0.9963462582562261,6900,6901
0.0023238268,0.9964702766305118,6950,6951
0.0013731073,0.9968060466369224,7000,7001
0.0030974403,0.9952107635974703,7050,7051
0.0016428225,0.9962061134574927,7100,7101
0.002599001,0.9957639635172033,7150,7151
0.0006809607,0.9967779189521329,7200,7201
0.001601074,0.9963432653284361,7250,7251
0.0018075627,0.9961332593995037,7300,7301
0.00062896125,0.9969972486259605,7350,7351
0.00204971,0.9967137482427078,7400,7401
0.0017475683,0.9966401434820843,7450,7451
0.003189121,0.9949413010073842,7500,7501
0.0018557456,0.9966100405186724,7550,7551
0.0024747155,0.9970889620900378,7600,7601
0.0015807737,0.9960094372068121,7650,7651
0.0018782207,0.9970804835634498,7700,7701
0.0015682158,0.9970738832431016,7750,7751
0.0012654412,0.9962917617070672,7800,7801
0.0018193013,0.9949821825150825,7850,7851
0.0009143031,0.997480979858531,7900,7901
0.001627366,0.9974207119165102,7950,7951
0.0011061551,0.9972054426483008,8000,8001
0.003994527,0.9964415345971653,8050,8051
0.009832592,0.9962996788519223,8100,8101
0.002231809,0.9963952495589627,8150,8151
0.006151972,0.9966043949840926,8200,8201
0.0016600037,0.9966205421137836,8250,8251
0.0021953357,0.9965459169734023,8300,8301
0.00086746,0.9971281905572935,8350,8351
0.0010815595,0.9971755620690892,8400,8401
0.0013264619,0.9972843644549336,8450,8451
0.0016329056,0.99675460418803,8500,8501
0.0019049427,0.9968700060045987,8550,8551
0.0009782031,0.997002672036877,8600,8601
0.00090739777,0.9966656945852106,8650,8651
0.0018696376,0.9968186516511948,8700,8701
0.009213595,0.9957888379602512,8750,8751
0.002206973,0.9965705084317378,8800,8801
0.0032147837,0.9947824531592313,8850,8851
0.0034915945,0.9950997324699509,8900,8901
0.001821536,0.9943655533290416,8950,8951
0.0029963097,0.9938431095812139,9000,9001
0.0020432163,0.9889528564283714,9050,9051
0.001984557,0.9964477361983508,9100,9101
0.0027675312,0.996407892985103,9150,9151
0.0033839194,0.9962108506040154,9200,9201
0.0012514398,0.996566979102744,9250,9251
0.0018279309,0.9962695064060787,9300,9301
0.0016286138,0.9954520797692913,9350,9351
0.0027608976,0.9960466515521316,9400,9401
0.0026513725,0.9968205613745182,9450,9451
0.0033043786,0.9961454255892461,9500,9501
0.0034735731,0.9958915428001702,9550,9551
0.0015044227,0.9965579679462532,9600,9601
0.0013552629,0.9969981578383924,9650,9651
0.001489222,0.9968110029237607,9700,9701
0.002630535,0.9957330593860113,9750,9751
0.0017121817,0.9963057658618841,9800,9801
0.0007862947,0.9961693478800948,9850,9851
0.0013321772,0.997920692610665,9900,9901
0.0014607897,0.9964934870691882,9950,9951
