0,1,2,3
Train KlDiv,Mean 1-abs(error),Num Steps,Examples Seen
0.1443793,0.9184667462071048,0,1
0.058422536,0.9567728955165835,50,51
0.054231606,0.9595426789320907,100,101
0.059184976,0.9590250081773557,150,151
0.057420887,0.9544284393160087,200,201
0.052890986,0.9584749251486702,250,251
0.049765166,0.9562512209652321,300,301
0.047209278,0.957922082872147,350,351
0.04642408,0.9602734506350373,400,401
0.05113077,0.9600051973863266,450,451
0.04501461,0.9595220142097713,500,501
0.05579727,0.9588040840017877,550,551
0.044770434,0.9570859797236625,600,601
0.048317194,0.9623787697916303,650,651
0.04765349,0.9562926393040012,700,701
0.046780676,0.9601301378043632,750,751
0.049936462,0.9566361509147508,800,801
0.045596775,0.9610354887127057,850,851
0.04403976,0.9635941628425475,900,901
0.041441236,0.9617403374878606,950,951
0.04520692,0.9619639370268707,1000,1001
0.034011368,0.9662831408264512,1050,1051
0.033071272,0.963901571160066,1100,1101
0.043396592,0.9611430346741612,1150,1151
0.031902384,0.9662447156373802,1200,1201
0.034473862,0.961881887149197,1250,1251
0.03661307,0.9626802310086819,1300,1301
0.04753906,0.9603135698958438,1350,1351
0.040792413,0.9602283323544458,1400,1401
0.0395064,0.9615003903890895,1450,1451
0.034440454,0.9631943242597905,1500,1501
0.031882834,0.9649676352390355,1550,1551
0.0366998,0.9655543041586044,1600,1601
0.037697736,0.9621568101909801,1650,1651
0.033395227,0.9634707508697831,1700,1701
0.042260572,0.9629266402535468,1750,1751
0.042222437,0.960800816085962,1800,1801
0.03844897,0.9620672710141058,1850,1851
0.037443865,0.9643602595313812,1900,1901
0.04242523,0.9628265607941294,1950,1951
0.029357227,0.9673266097137856,2000,2001
0.035722684,0.9586389665005361,2050,2051
0.040669974,0.964252304389666,2100,2101
0.04005909,0.9657053628608446,2150,2151
0.036026068,0.9669460586195259,2200,2201
0.030047037,0.962947711686049,2250,2251
0.033995047,0.9649419168372786,2300,2301
0.034492116,0.9631994753912161,2350,2351
0.026703704,0.9674612807939693,2400,2401
0.02985583,0.9656581009381682,2450,2451
0.03422882,0.967230160756549,2500,2501
0.032131407,0.9662839075920042,2550,2551
0.030292999,0.9635427902653327,2600,2601
0.032325245,0.9664006346182054,2650,2651
0.024917202,0.9678958877375847,2700,2701
0.028653035,0.9677999516289038,2750,2751
0.033464294,0.9668544272830712,2800,2801
0.026677214,0.9647955751410866,2850,2851
0.029310625,0.9681883857865523,2900,2901
0.030795455,0.9669183952897229,2950,2951
0.03451565,0.9628527161006197,3000,3001
0.032229725,0.9630257065877732,3050,3051
0.03818456,0.964547433843008,3100,3101
0.04206778,0.961584927981845,3150,3151
0.03852538,0.9606798066931442,3200,3201
0.039907068,0.9639768322850243,3250,3251
0.03436851,0.9641496822992082,3300,3301
0.036189295,0.9631342104453595,3350,3351
0.03370355,0.9637608257562907,3400,3401
0.032899722,0.9638669086573677,3450,3451
0.03934348,0.965431049845642,3500,3501
0.029927248,0.9625078734388807,3550,3551
0.033983514,0.9641499054400073,3600,3601
0.032297835,0.9647630009664677,3650,3651
0.0356358,0.9621240921592924,3700,3701
0.028695097,0.9667305701285052,3750,3751
0.032908674,0.966946533498745,3800,3801
0.033583,0.9631643086444412,3850,3851
0.03137602,0.9645783222204201,3900,3901
0.03508354,0.964868642227733,3950,3951
0.03536908,0.9645829453435502,4000,4001
0.032367516,0.962438857423327,4050,4051
0.040024575,0.9646996564782158,4100,4101
0.02913347,0.9645558400620982,4150,4151
0.035059884,0.9659839715856358,4200,4201
0.037808865,0.9635492046555802,4250,4251
0.0372588,0.9635296775327462,4300,4301
0.04332233,0.9652216472639638,4350,4351
0.028791808,0.9646312088092335,4400,4401
0.028812028,0.964830215969924,4450,4451
0.027914258,0.9655123076272665,4500,4501
0.029446667,0.9641248771568428,4550,4551
0.024819715,0.9655988680371604,4600,4601
0.031836964,0.9660484025429308,4650,4651
0.027681706,0.9667691931775293,4700,4701
0.0281944,0.9650325903028916,4750,4751
0.03254909,0.9659132457848905,4800,4801
0.036569558,0.9664073440909458,4850,4851
0.036965534,0.9643058812354954,4900,4901
0.033469528,0.9654205729147405,4950,4951
0.028860742,0.9667507630537793,5000,5001
0.031382274,0.9652624515048014,5050,5051
0.02974736,0.96631852477675,5100,5101
0.027409412,0.9659348495648157,5150,5151
0.026242698,0.9640556018191493,5200,5201
0.027747339,0.9670702329646141,5250,5251
0.030650005,0.9675332552361362,5300,5301
0.030692432,0.9623262515092933,5350,5351
0.028245132,0.9665016292397791,5400,5401
0.022995481,0.968430103782197,5450,5451
0.023110677,0.965039671266881,5500,5501
0.025398457,0.9653515504806394,5550,5551
0.031241529,0.9647867931087438,5600,5601
0.024275092,0.96743312291661,5650,5651
0.031632174,0.9656330407340044,5700,5701
0.0335613,0.966090697790495,5750,5751
0.032159146,0.965307500903241,5800,5801
0.028451426,0.9660387349951972,5850,5851
0.027302194,0.9671876780702183,5900,5901
0.032877818,0.9667564436797016,5950,5951
0.028776186,0.9648880649743957,6000,6001
0.030112775,0.9642250610806418,6050,6051
0.026416207,0.9660042677788448,6100,6101
0.033085834,0.9663074705402741,6150,6151
0.03800957,0.9647519758476448,6200,6201
0.033233177,0.9660841055458295,6250,6251
0.027561672,0.96519832367989,6300,6301
0.029411834,0.967902063512621,6350,6351
0.027951248,0.9658513256429432,6400,6401
0.029224424,0.9643325872345665,6450,6451
0.02706008,0.9675777116228808,6500,6501
0.029158143,0.965537873107046,6550,6551
0.027915394,0.9647515951388345,6600,6601
0.029265406,0.9667338650109936,6650,6651
0.026353301,0.9640021417370179,6700,6701
0.037829794,0.9644050570734217,6750,6751
0.024387037,0.9649221764720366,6800,6801
0.031657435,0.9669410798670597,6850,6851
0.0241279,0.9676067391585124,6900,6901
0.021299265,0.9665481792240795,6950,6951
0.025144797,0.9663535726555257,7000,7001
0.02958011,0.9667509974686002,7050,7051
