0,1,2,3
Train KlDiv,Mean 1-abs(error),Num Steps,Examples Seen
0.4226375,0.889385935323412,0,1
0.054184135,0.9724874523527488,50,51
0.01875312,0.981412730222005,100,101
0.016258126,0.980533748124701,150,151
0.015777266,0.984953718580923,200,201
0.011132563,0.9818497774213484,250,251
0.020758629,0.9821845132081621,300,301
0.018118601,0.9868177156160242,350,351
0.0069640474,0.9853227619669873,400,401
0.014633465,0.9847049171853814,450,451
0.011120703,0.9874843352177101,500,501
0.006640213,0.9924188378238823,550,551
0.005169091,0.9921678308366974,600,601
0.011766847,0.9885753595701514,650,651
0.009346408,0.985437058249954,700,701
0.011850855,0.9907673666181164,750,751
0.010185638,0.9933763724796095,800,801
0.012321369,0.9896063818553893,850,851
0.005669409,0.9911782421578097,900,901
0.011168365,0.9849124650897978,950,951
0.016500816,0.9862480413323031,1000,1001
0.009094085,0.9888102406884471,1050,1051
0.010326659,0.9924768196970941,1100,1101
0.00667381,0.9922407839785319,1150,1151
0.004395283,0.995428534507798,1200,1201
0.0030228687,0.9921076759803453,1250,1251
0.007648629,0.9942162524260791,1300,1301
0.011228203,0.9880009148914491,1350,1351
0.007672835,0.9928690558517189,1400,1401
0.010271159,0.9918136690492114,1450,1451
0.0053764586,0.9939167618147831,1500,1501
0.0026682767,0.9917845196712308,1550,1551
0.004972808,0.995222182072437,1600,1601
0.006358607,0.9948211892634712,1650,1651
0.0017878143,0.9952199588079438,1700,1701
0.011593002,0.9931652735083794,1750,1751
0.0032709178,0.9936173030970759,1800,1801
0.0044830255,0.9947128748879444,1850,1851
0.0046468987,0.9957679352168443,1900,1901
0.011632041,0.9895443078950659,1950,1951
0.005474555,0.9875897424159805,2000,2001
0.015849274,0.9882726018213333,2050,2051
0.0072065974,0.9881306605640069,2100,2101
0.010325874,0.991624506225661,2150,2151
0.012004174,0.9868386851130327,2200,2201
0.0056855218,0.9901548756576839,2250,2251
0.020558909,0.9829559145449895,2300,2301
0.012893628,0.9877721155653343,2350,2351
0.008072473,0.9899271376720029,2400,2401
0.004070111,0.9882328165705576,2450,2451
0.008483,0.9876238157806474,2500,2501
0.013395466,0.9861772215276219,2550,2551
0.0084159095,0.9899285308270688,2600,2601
0.007548731,0.9904542172581992,2650,2651
0.011948469,0.9927220233644756,2700,2701
0.003909553,0.990407463554592,2750,2751
0.0050444435,0.9924940239392348,2800,2801
